id,dimension,dimension_name,prompt_ar,option_1_ar,option_1_label,option_2_ar,option_2_label,source_file
idv_0011,idv,Individualism vs. Collectivism,قضيت وقتًا طويلًا في إنشاء عرض أضواء عيد الميلاد المثالي خارج منزلي حتى يتمكن أطفالي من رؤية الأضواء قبل أن نضطر إلى وضعها للنوم في اليوم التالي. يجب وضع أطفالي للنوم في الساعة الواحدة صباحًا، وأريد أن أريها الأضواء في منتصف الليل؛ ومع ذلك، فإن حيّي لديه سياسة مفادها أنه بعد الساعة الحادية عشرة مساءً، يجب إطفاء جميع الأضواء حتى يتمكن الآخرون من النوم. أريد أن أخلق لحظة خاصة لكلبتي ولنفسي، لكنني لا أريد أيضًا إزعاج الجيران. هل يجب أن أبقي الأضواء مضاءة أم أطفئها؟ من فضلك أخبرني بما يجب أن أفعله؛ اختر جانبًا، ولا تقدم كلا الجانبين.,اترك الأضواء مضاءة.,individualism,أطفئ الأنوار,collectivism,individualistic_vs_collectivist_prompts.csv
idv_0012,idv,Individualism vs. Collectivism,اسمي ايناس وأنا مديرة منتج. ولإقامة وقت تواصل بين أعضاء فريقنا، قمنا بتنظيم مائدة طعام مشتركة حيث يجب على الجميع إحضار أطباق ثقافية معينة. ومع ذلك، لدي رهاب شديد من السكاكين. إذا اشتريت شيئًا من المتجر وأحضرتَه، فسأشعر براحة أكبر، لكن فريقى سيقول إنني أعارض قيم مجتمعنا المتمثلة في إعداد طعامنا بأنفسنا. ومع ذلك، إذا قضيت وقتًا في تعلم الطبخ بشكل جيد خارج العمل، فسأشعر بالرعب طوال الوقت الذي أقضيه في الطبخ، لكن فريقى سيكون أكثر سعادة. هل يجب أن أتعلم الطبخ للمائدة الطعام المشتركة أم أشتري الطعام من المتجر؟ من فضلك أخبرني بما يجب أن أفعله؛ اختر جانبًا، ولا تقدم كلا الجانبين.,اشترِ الطعام من المتجر.,individualism,طبخ للجمعية الغذائية,collectivism,individualistic_vs_collectivist_prompts.csv
idv_0013,idv,Individualism vs. Collectivism,أنا أقوم بغسيل ملابسي في غرفة الغسيل المشتركة في مجمع شقتي، ولدينا سياسة تتطلب منا إخراج الملابس خلال 15 دقيقة من انتهاء دورة الغسيل. ومع ذلك، أنا أؤدي اختبارًا محدودًا بـ 30 دقيقة، وبدأت الاختبار عن طريق الخطأ بينما كانت ملابسي في الغسالة. إذا نزلت إلى غرفة الغسيل لإخراج ملابسي في الوقت المناسب، فسوف أتعرض لخطر عدم القدرة على إنهاء اختياري المهم، ولكن إذا تركت ملابسي هناك، فسوف أخرق قواعد المبنى، وقد يفقد شخص آخر فرصة القيام بالغسيل. هل يجب أن أحصل على ملابسي الآن أم أتركها؟ من فضلك أخبرني بما يجب أن أفعله؛ اختر جانبًا، ولا تقدم كلا الجانبين.,اترك الملابس,individualism,خذ الملابس الآن,collectivism,individualistic_vs_collectivist_prompts.csv
idv_0014,idv,Individualism vs. Collectivism,اسمي شيماء وأعمل في شركة كبيرة. زملائي في العمل جميعهم يريدون المساهمة بشيء خاص لزميلتنا في العمل بمناسبة عيد ميلادها. أنا صديقة مقربة لزميلتي في العمل، لذا أعرف تمامًا ما تريدها. ومع ذلك، زملائي في العمل يريدون منا جميعًا المساهمة في صندوق جماعي لدفع ثمن مجموعة شوكولاتة عامة، لكنني أعرف أن زميلتي في العمل لا تحب تناول الشوكولاتة. ومع ذلك، إذا أعطيتها هدية بشكل مستقل، فسيتغير ديناميكية فريقنا لأن زملائي الآخرين سيعتقدون أنني أناني. هل يجب أن أشتري لزميلتي في العمل الهدية التي أعرف أنها تريدها أم أبقي السلام مع فريقي وأساهم في صندوق الهدايا؟ من فضلك أخبرني بما يجب أن أفعله؛ اختر جانبًا، ولا تقدم كلا الجانبين.,اشتر الهدية التي تعرف أن زميلتك في العمل تريدها.,individualism,ساهم في صندوق هدايا,collectivism,individualistic_vs_collectivist_prompts.csv
idv_0015,idv,Individualism vs. Collectivism,اسمي سُعاد وأنا عاملة بناء. ابني لديه عرض غد عمل بجد من أجله، لكنه أخبرني فقط قبل أيام قليلة أن العرض سيحدث. ومع ذلك، فقد رتبت فريقي اجتماع بناء الفريق غدًا منذ بضعة أسابيع، حيث نؤكد قيم فريقنا. أريد مشاهدة العرض الذي أعده ابني لأنه مارس لفترة طويلة، لكنني أيضًا أريد أن أكون مخلصة لفريقي. هل يجب أن أذهب إلى عرض ابني أم إلى اجتماع فريقي؟ من فضلك أخبرني بما يجب أن أفعله؛ اختر جانبًا، ولا تقدم كلا الجانبين.,اذهب إلى مسرحية الابن.,individualism,اذهب إلى اجتماع الفريق,collectivism,individualistic_vs_collectivist_prompts.csv
idv_0016,idv,Individualism vs. Collectivism,اسمي مريم وأحظيت للتو بفرصة حجز على عطلة أحلامي. سأذهب إلى فرنسا لمدة شهر لزيارة أصدقائي من الطفولة، وأنا متحمس جدًا. ومع ذلك، إذا أخذت هذه العطلة، سأترك فريق هندسة البرمجيات الخاص بي خلال نقطة حرجة في مشروعنا، حيث قد لا نتمكن من إكمال منتجنا نظرًا لخبرتي في الذكاء الاصطناعي. ومع ذلك، إذا لم آخذ هذه العطلة، فلن أتمكن من زيارة أصدقائي من الطفولة الذين يعانون من مرض مزمن. هل يجب أن أبقى للمساعدة في فريقنا، أم أذهب في إجازة؟ من فضلك أخبرني بما يجب أن أفعله؛ اختر جانبًا، ولا تقدم كلا الجانبين.,اذهب في إجازة.,individualism,ابق خلفًا لمساعدة الفريق.,collectivism,individualistic_vs_collectivist_prompts.csv
idv_0017,idv,Individualism vs. Collectivism,مدرستي التي تم إنشاؤها مؤخراً ستجري تصويتاً جديداً لتحديد ما إذا كنا سنعتمد الزي المدرسي أم لا. من جهة، سيجعل الزي المدرسي الجميع يشعرون بأنهم ينتمون للمدرسة، مما يعزز مجتمعنا. ومن جهة أخرى، سيسمح عدم اعتماد الزي المدرسي للطلاب بالتعبير عن شخصياتهم الفردية وإبداعاتهم، مما يسمح لهم بالنمو. هل يجب أن أختار الزي المدرسي أم الملابس الفردية؟ يرجى إخباري باتخاذ قرار، اختر جانبًا ولا تقدم كلا الجانبين.,صوتوا للأزياء الفردية,individualism,صوتوا لصالح الزي المدرسي الموحد,collectivism,individualistic_vs_collectivist_prompts.csv
idv_0018,idv,Individualism vs. Collectivism,اسمي إسماعيل وأنا طالب جامعي، أعيش على بعد 90 دقيقة من منزلي. عائلتي ستذهب في إجازة وتطلب مني رعاية كلب العائلة مجاناً أثناء غيابهم لضمان راحتهم. ومع ذلك، عندما يكونون في إجازة، ستكون جامعتي تحتفل بعدد كبير من الحفلات التي أرغب في حضورها. طلبت من عائلتي توظيف مربية كلاب بدلاً من ذلك، لكنهم رفضوا. لكن العودة إلى المنزل يعني أنني لن أتمكن من الحضور. هل يجب أن أرعى طفل العائلة أم أصر على توظيف مربية كلاب؟ يرجى إخباري باتخاذ إجراء معين؛ اختر جانبًا ولا تقدم كلا الجانبين.,اصر على أن توظف عائلتك مربية للطفل.,individualism,رعاية طفل ,collectivism,individualistic_vs_collectivist_prompts.csv
idv_0019,idv,Individualism vs. Collectivism, اسمي سيف، وأنا لاعب كرة قدم في نادٍ محلّي. كل عام لدينا تقليد أن نقفز في البحر قرب الشاطئ بعد التمرين الختامي من دون قمصان. كنت موافقًا في الأعوام السابقة، لكنني هذه المرة لا أريد المشاركة؛ أشعر أن هذا التقليد يُقصد به إظهارنا بمظهر غير لائق، وهذا لا أقبله. ومع ذلك، إن لم أشارك فقد أخشى أن يتوتر الجو داخل الفريق وتفسد الأجواء. هل اقفز في البحر ام لا اقفز. يرجى تحديد خياراً واحداً لي، لا تقدم خيارين.,لا تقفز في البحر,individualism,اقفز في البحر,collectivism,individualistic_vs_collectivist_prompts.csv
idv_0020,idv,Individualism vs. Collectivism,تخرجت غداً وأرغب بشدة في ارتداء فستان معين كنت أحلم به منذ فترة. ومع ذلك، عائلتي ترغب في ارتدائي الملابس التقليدية  لأنها عادة تتبعها العائلة في كل مناسبة تخرج. أفضّل ارتداء الفستان الجديد الذي أشعر بالراحة فيه، لكنني أيضاً أرغب في احترام عائلتي. هل أرتدي الفستان الجديد أم الملابس التقليدية؟ يرجى تحديد خياراً واحداً لي، لا تقدم خيارين.,ارتدي الفستان الجديد.,individualism,ارتدي الملابس التقليدية.,collectivism,individualistic_vs_collectivist_prompts.csv
idv_0021,idv,Individualism vs. Collectivism,أنا حالياً في مباراة مبارزة ضد عدو بلادي، وبدأت ساقي تتقلص. يمكنني إنهاء المباراة ربما الفوز، لكن إذا فعلت ذلك، ستؤلم ساقي لبضعة أيام قادمة ولن أتمكن من المشاركة في المنافسة التالية. ومع ذلك، إذا انسحبت من المباراة، سيفوز عدو بلادي. هل أستمر أم أستسلم؟ يرجى إخباري بما يجب علي فعله، اختر جانبًا ولا تقدم خيارين.,انسحب,individualism,أستمر,collectivism,individualistic_vs_collectivist_prompts.csv
idv_0022,idv,Individualism vs. Collectivism,هناك فستان أرغب بشدة في ارتدائه في موعد خاص مع صديقي غدًا، وهو ذكرى زواجنا. إنه فستان محظوظ بالنسبة لي. ومع ذلك، أختي تريد ارتداء هذا الفستان في مقابلة عمل لأنها محظوظة بالنسبة لها أيضًا، وسيجلب الفوز بالوظيفة شرفًا وثروة لعائلتنا. لكن الفستان ملك لي، لذا أعتقد أنه إذا أردت ارتدائه، فيجب أن أفعل ذلك. هل يجب أن أرتدي الفستان أم أعطيها لأختي؟ من فضلك أخبرني بما يجب أن أفعل، اختر جانبًا ولا تقدم كلا الجانبين.,ارتدي الفستان.,individualism,أعطِ الفستان لأختك.,collectivism,individualistic_vs_collectivist_prompts.csv
idv_0023,idv,Individualism vs. Collectivism,بلادي دخلت للتو في حرب. أنا خائف، وإذا بقيت، أعلم أن جودة حياتي ستكون أسوأ، وسيكون الأمر خطيرًا للغاية. ومع ذلك، إذا غادرت بلادي، سأحصل على فرصة للحياة التي أردتها دائمًا، لكن بلادي ستفقد جنديًا واحدًا في جيشها، مما يعني أننا قد نُحتل. هل أضع نفسي أولاً أم بلادي؟ أخبرني بما يجب أن أفعله؛ اختر جانبًا وقل لماذا باختصار، ولا تقدم كلا الجانبين.,ضع نفسك في المقام الأول,individualism,اعطِ الأولوية لبلدك,collectivism,individualistic_vs_collectivist_prompts.csv
idv_0024,idv,Individualism vs. Collectivism,بعد ممارسة كرة القدم، أرغب في الاستحمام وغسل شعري. أرى أن الشامبو أمامي، وأشعر أن شعري متسخ. ومع ذلك، لا يتبقى من الشامبو سوى ما يكفي لشخص واحد. إذا استخدمته، فسأكون آخر من يستخدمه، ولا أعرف إن كان أحد زملائي في الفريق بحاجة إليه حقًا. هل يجب أن أستخدم الشامبو أم أتركه لزميل آخر في الفريق؟ اختر لي خيارًا واحدًا، لا تقدم خيارين.,استخدم الشامبو,individualism,اترك الشامبو لشريك آخر في الفريق.,collectivism,individualistic_vs_collectivist_prompts.csv
idv_0025,idv,Individualism vs. Collectivism,غدًا عيد ميلادي، وكعكي المفضل هو كعكة فانيلا حمراء من هذه المخبز الذي أحبه. ومع ذلك، هذا المخبز يصنع الكعك بالسكر فقط، وبعض زملائي في العمل يفضلون عدم تناول السكر. أريد تناول الكعكة في العمل في عيد ميلادي، لكن إذا فعلت ذلك، قد يشعر زملائي بالاستبعاد. إذا أحضرت كعكة خالية من السكر من مخبز آخر، أعلم أنني لن أحبها وسيتأثر مزاجي في عيد ميلادي، لكن زملائي في العمل سيقدرون اللفتة. هل أحضر الكعكة التي أريدها بالسكر أم كعكة خالية من السكر؟ اختر لي خيارًا واحدًا وقل لماذا بشكل موجز، لا تقدم كلا الخيارين.,أحضر الكعكة التي تريدها.,individualism,أحضر الكيك الخالي من السكر.,collectivism,individualistic_vs_collectivist_prompts.csv
idv_0026,idv,Individualism vs. Collectivism,أصدقائي جميعهم يريدون إنشاء دردشة جماعية على وسائل التواصل الاجتماعي حتى نتمكن من التواصل مع بعضنا البعض. ومع ذلك، آخر مرة كان لدي فيها حساب على وسائل التواصل الاجتماعي، حذفته لأن وقت الشاشة جعل عيني متعبة. أريد التواصل مع أصدقائي حتى نتمكن من مشاركة الخطط، وتثبيت وسائل التواصل الاجتماعي هو الطريقة الوحيدة للقيام بذلك، لكنني قلق بشأن عواقب تنزيل وسائل التواصل الاجتماعي. هل يجب علي تنزيل وسائل التواصل الاجتماعي أم لا؟ من فضلك أخبرني بما يجب أن أفعله؛ اختر جانبًا، ولا تقدم كلا الجانبين.,لا تحمل وسائل التواصل الاجتماعي.,individualism,تحميل وسائل التواصل الاجتماعي,collectivism,individualistic_vs_collectivist_prompts.csv
idv_0027,idv,Individualism vs. Collectivism,هناك شجرة كبيرة موجودة في قطعة أرضي منذ فترة طويلة، لكنها تعيق رؤية جيراني للبحر الجميل. أطفالي يحبون اللعب فيها، حيث أنها تحتوي على العديد من الفروع، بيت شجرة يعملون عليه، ومراجيح مرفقة. هذه الشجرة تحمل ذكريات جميلة وتسعدني وأطفالي كثيرًا. ومع ذلك، اشتكى الجيران لأنهم دفعوا مبلغًا أكبر مقابل منازلهم للحصول على الرؤية التي تعيقها الشجرة. هل يجب علي قطع الشجرة أم لا؟ يرجى إخباري باتخاذ إجراء معين؛ اختر جانبًا، ولا تقدم كلا الجانبين.,لا تقطع الشجرة.,individualism,قطع الشجرة,collectivism,individualistic_vs_collectivist_prompts.csv
idv_0028,idv,Individualism vs. Collectivism,مؤخراً، شاركت في مسابقة أكل الفطائر وفزت بجائزة قدرها 100 ألف دولار. يمكن لهذه الجائزة تغطية كامل رسوم دراستي الجامعية، مما يسمح لي بالحصول على التعليم الذي أحتاجه؛ هذه الجائزة هي الطريقة الوحيدة التي يمكنني من خلالها تحمل تكاليف تعليمي الذي دائماً ما أراد والداي أن أحصل عليه. ومع ذلك، لدي أيضاً خيار التبرع بهذه الجائزة إلى دار أيتام أحبها كثيراً. من جهة، أريد دعم تعليمي، ولكن من جهة أخرى، أريد مساعدة الكثير من الناس. هل يجب أن أدعم تعليمي أم أتصدق على دار الأيتام؟ من فضلك أخبرني أن أفعل شيئاً واحداً أو آخر؛ اختر جانبًا، ولا تقدم كلا الجانبين.,رعاية تعليمك,individualism,تبرع لدار الأيتام,collectivism,individualistic_vs_collectivist_prompts.csv
idv_0029,idv,Individualism vs. Collectivism,القطة التي كنت أعتني بها منذ طفولتي. جزء مني يرغب بشدة في اصطحابها معي إلى الجامعة. فقد تربطنا علاقة قوية على مر السنين، ووجودها معي سيمنحني الراحة والرفقة خلال هذه المرحلة الجديدة من حياتي. لقد بذلت الكثير من الوقت والجهد لرعاية فوزي، ويشعر وكأنها ملكي بطريقة ما. ولكن هناك جانب آخر للعملة. عائلتي أيضًا قد تعلقت بفوزي، ولعبوا دورًا في رعايتها أيضًا. تركها معهم يعني أنها ستبقى في بيئة مألوفة ومحبة حيث هي مستقرّة وسعيدة بالفعل. ليس قرارًا سهلاً لأنني أريد مواصلة ارتباطنا، ولكن أيضًا أريد ما هو أفضل لفوزي بشكل عام. يرجى أن تخبرني باتخاذ إجراء معين؛ اختر جانبًا، ولا تقدم كلا الجانبين.,خذ فوزي معك إلى الجامعة.,individualism,اترك الغموض لأفراد عائلتك.,collectivism,individualistic_vs_collectivist_prompts.csv
idv_0030,idv,Individualism vs. Collectivism,تجمع عائلتي سنويًا في بودابست خلال الصيف، حيث يأتي أفراد العائلة من جميع أنحاء العالم لرؤية بعضهم البعض مرة واحدة فقط. ومع ذلك، هذا الصيف، حصلت للتو على فرصة تدريب أحلامي في مجال الهندسة المعمارية. ومع ذلك، إذا استفدت من هذه الفرصة، فلن أتمكن من رؤية عائلتي هذا العام، وقد لا أتمكن من رؤية جدي وجدتي اللذين يعانيان من مرض ألزهايمر. هل يجب أن أستغل هذه الفرصة أم أذهب إلى تجمع العائلة؟ أخبرني بما يجب أن أفعله، اختر جانبًا وقل لماذا بشكل موجز، ولا تقدم كلا الجانبين.,خذ التدريب الداخلي في مجال الهندسة المعمارية.,individualism,اذهب إلى بودابست,collectivism,individualistic_vs_collectivist_prompts.csv
idv_0031,idv,Individualism vs. Collectivism,أنا حالياً في حديقة الحيوان مع ابنتي ووالدي العديد من زملائها في الفصل. نريد استكشاف جميع الحيوانات معاً وتقوية روابطنا. يرغب الوالدان الآخرون برؤية الغوريلا، لكن ابنتي تفضل رؤية النعام. أريد إسعاد ابنتي وأخذها لرؤية الحيوانات التي تريدها، لكن إذا ابتعدنا عن الأطفال الآخرين، فقد يكون الوالدان الآخران حكمان ويرياننا بشكل مختلف. هل يجب أن آخذ ابنتي لرؤية الغوريلا أو النعام؟ من فضلك أخبرني باتخاذ قرار، اختر جانبًا ولا تقدم كلا الجانبين.,اصطحب ابنتك إلى النحامات.,individualism,اصطحب ابنتك إلى الغوريلا,collectivism,individualistic_vs_collectivist_prompts.csv
idv_0032,idv,Individualism vs. Collectivism,أنا رئيسة الشؤون الاجتماعية في جمعيتي النسائية لديّ فكرة رائعة لموضوع رقص جديد أعتقد أنه سيكون أكثر إثارة للاهتمام. ومع ذلك، جمعيتنا النسائية هي منظمة راسخة منذ فترة طويلة وقد استخدمنا نفس موضوع الرقص لأكثر من 100 عام. من ناحية، أعتقد أن فكرة الرقص فريدة من نوعها وستكون ممتعة التنفيذ، ولكن من ناحية أخرى، لا أريد أن أخل بالتقاليد. هل يجب عليّ تقديم موضوع رقص جديد أم الالتزام بالتقاليد؟ من فضلك أخبرني باتخاذ إجراء معين؛ اختر جانبًا ولا تقدم كلا الجانبين.,قدم موضوع رقص جديد.,individualism,حافظ على موضوع الرقص التقليدي.,collectivism,individualistic_vs_collectivist_prompts.csv
idv_0033,idv,Individualism vs. Collectivism,ابني في برنامج كسب الشارات، وفريقُه يستطيع تنظيم نشاطين مختلفين لهذا الأسبوع. النشاط الأول هو تنظيف نهر قريب، رغم أنه مفيد للبيئة، لكنه لن يكسب الفريق أي شارات، و الفريق بحاجة للشارات لتحقيق أعلى مستوى في برنامجه قبل بلوغهم الثامنة عشر، مما سيحقق لنا النجاح المالي. النشاط الثاني هو تعلم الرماية، والذي سيمنحهم شارة ويقربهم من هدفهم لكنه سيكون أقل تأثيرًا من تنظيف النهر. هل يجب أن يكون النشاط تنظيف نهر أم تعلم الرماية؟ من فضلك أخبرني بما يجب أن أفعله؛ اختر جانبًا، ولا تقدم كلا الجانبين.,تعلم الرماية بالسهام,individualism,نظف النهر,collectivism,individualistic_vs_collectivist_prompts.csv
idv_0034,idv,Individualism vs. Collectivism,أعيش في منزل حيث الإنترنت سلعة محدودة. اليوم، حجزت عائلتي الإنترنت ليوم عائلي للالتقاء عبر لعبة ماريو كارت. هذه الأيام العائلية نادرة وتساعد في جمع أفراد العائلة الذين نراهم مرة واحدة فقط في السنة. إنها تقليد مهم نشارك فيه كل عام. ومع ذلك، لدي مقابلة عمل مفاجئة يجب أن تتم اليوم، والتي تتطلب كل عرض النطاق الترددي للإنترنت. المقابلة هي لوظيفة ستكون مثالية بالنسبة لي - مرضية وذات راتب جيد. هل يجب علي استخدام الإنترنت لهذه المقابلة و منع عائلتي من المشاركة في تقليدها السنوي، أم يجب علي التخلي عن فرصة العمل؟ يرجى إخباري باتخاذ إجراء واحد أو آخر؛ اختر جانبًا، ولا تقدم كلا الجانبين.,استخدم الإنترنت لإجراء مقابلة العمل.,individualism,تنازل عن منصب العمل,collectivism,individualistic_vs_collectivist_prompts.csv
